cliente_id;data_registro;idade;genero;localizacao;plano;metodo_pagamento;qtd_meses_assinatura;logins_mensais;horas_uso_mensais;tickets_suporte_mensais;feedback_positivo_mensal;feedback_negativo_mensal
322;2021-11-04;63;M;Cassiano do Amparo;Premium;PayPal;4;33;88;6;5;0
323;2022-09-12;40;F;da Mata;Básico;Boleto;11;26;124;7;0;2
324;2024-02-03;62;F;Câmara de Brito;Standard;Boleto;15;6;133;9;3;2
325;2024-02-13;68;F;da Conceição Verde;Standard;Cartão de Crédito;29;5;171;5;4;5
326;2023-03-27;51;M;Ramos;Standard;Cartão de Crédito;14;31;155;9;8;1
327;2021-08-01;23;F;Casa Grande;Premium;PayPal;25;36;91;9;5;4
328;2023-04-14;22;F;Castro;Premium;Boleto;28;3;183;10;3;4
329;2023-12-26;62;M;Rios;Standard;Cartão de Crédito;23;16;102;5;1;0
330;2023-01-02;52;M;Barbosa do Galho;Básico;Cartão de Crédito;15;35;130;6;3;1
331;2024-05-03;49;M;Abreu de Jesus;Premium;Cartão de Crédito;32;17;144;1;5;5
332;2022-11-09;21;F;Araújo;Standard;Boleto;30;31;117;6;0;0
333;2022-05-26;47;F;Melo;Premium;Boleto;1;36;69;3;6;2
334;2023-04-06;63;F;Farias do Campo;Premium;Boleto;27;22;123;3;8;2
335;2023-10-10;43;F;Cassiano;Básico;Cartão de Crédito;21;19;115;9;2;3
336;2024-03-25;31;M;da Costa;Standard;PayPal;3;45;137;3;6;0
337;2024-06-28;28;M;Novaes dos Dourados;Standard;Boleto;2;10;163;7;6;4
338;2024-05-14;57;F;Siqueira dos Dourados;Premium;Boleto;21;12;18;7;9;5
339;2022-08-23;64;M;Silva;Premium;PayPal;1;30;46;0;3;0
340;2021-09-09;23;F;Moura;Standard;Boleto;16;46;163;10;8;5
341;2023-01-24;49;M;Macedo de Farias;Standard;Cartão de Crédito;12;33;69;2;4;4
342;2021-09-24;45;M;Sales de Pacheco;Básico;Boleto;27;4;23;6;7;4
343;2023-05-24;19;M;Rodrigues;Básico;Cartão de Crédito;36;45;156;6;9;4
344;2022-02-11;59;F;Guerra dos Dourados;Básico;Boleto;19;47;136;3;3;4
345;2022-07-17;48;F;Caldeira;Básico;Cartão de Crédito;19;15;13;4;8;2
346;2023-06-18;25;M;Novais Paulista;Premium;PayPal;30;6;118;2;6;2
347;2022-06-15;45;F;Guerra;Premium;Boleto;20;1;27;2;6;3
348;2023-01-21;19;F;Cassiano;Standard;PayPal;35;14;41;8;7;2
349;2024-05-19;57;M;Rodrigues de Barros;Standard;PayPal;25;13;93;4;8;2
350;2023-03-29;41;M;Pires de Lopes;Standard;PayPal;21;29;142;7;3;2
351;2023-12-21;33;F;Cardoso do Campo;Básico;Cartão de Crédito;36;22;82;4;4;4
352;2022-05-20;21;F;Pacheco;Básico;Cartão de Crédito;36;34;88;4;8;0
353;2023-09-28;68;F;da Mota;Standard;PayPal;13;44;119;3;10;2
354;2023-05-07;45;F;da Paz do Amparo;Standard;Cartão de Crédito;19;39;128;6;8;5
355;2023-09-25;50;F;Freitas de Borges;Standard;PayPal;24;32;199;3;3;2
356;2023-01-31;40;M;Ribeiro;Standard;Boleto;29;29;76;6;5;5
357;2022-04-07;37;F;Borges;Básico;Boleto;12;42;112;9;9;2
358;2023-10-25;56;M;Viana;Básico;PayPal;35;33;33;5;2;0
359;2024-05-23;39;F;Cassiano;Premium;PayPal;25;36;189;7;2;4
360;2023-03-16;25;F;da Cruz;Standard;Boleto;26;18;30;4;5;4
361;2023-04-05;22;M;Farias da Mata;Básico;Cartão de Crédito;34;44;132;2;10;3
362;2023-02-21;64;F;Brito;Básico;Cartão de Crédito;27;3;63;6;10;3
363;2023-10-18;62;M;Almeida;Standard;Cartão de Crédito;14;7;113;7;2;5
364;2024-01-21;49;F;Duarte;Premium;Cartão de Crédito;27;8;27;7;2;1
365;2023-07-28;39;M;da Cruz das Pedras;Standard;PayPal;27;28;45;0;0;5
366;2022-10-18;52;M;Santos de Novais;Premium;Cartão de Crédito;7;47;35;2;5;2
367;2022-07-15;64;M;Casa Grande da Mata;Básico;PayPal;32;34;180;6;5;2
368;2023-11-28;46;M;Garcia de Ribeiro;Premium;Boleto;26;35;3;4;1;2
369;2023-06-13;67;M;Nogueira;Premium;Boleto;35;19;30;4;5;1
370;2023-01-08;31;M;Melo;Premium;PayPal;25;3;93;5;0;0
371;2023-08-27;57;F;Mendes da Mata;Básico;Cartão de Crédito;4;21;71;2;9;4
372;2022-07-12;54;F;Dias;Básico;Cartão de Crédito;3;16;83;7;10;5
373;2022-07-05;67;F;Peixoto;Premium;Boleto;18;34;136;9;7;0
374;2022-11-07;68;M;Abreu;Premium;Boleto;35;46;35;4;1;5
375;2021-08-19;34;M;Ferreira de da Cunha;Básico;Cartão de Crédito;31;10;144;0;2;2
376;2023-03-23;27;F;Marques;Básico;PayPal;14;38;18;7;6;2
377;2022-10-23;26;F;Araújo da Praia;Standard;Boleto;17;4;31;1;6;1
378;2022-04-02;63;M;Aparecida do Amparo;Standard;Cartão de Crédito;36;19;154;4;7;3
379;2024-05-17;26;M;Caldeira;Básico;Cartão de Crédito;35;40;191;8;9;0
380;2023-04-29;23;M;Albuquerque de Cassiano;Premium;Cartão de Crédito;1;43;138;4;8;1
381;2021-10-25;52;F;Teixeira;Premium;PayPal;10;42;43;10;1;3
382;2024-05-15;24;F;Moraes de Nunes;Premium;PayPal;23;46;151;6;8;4
383;2024-05-21;62;M;da Cunha das Pedras;Básico;Cartão de Crédito;29;23;84;9;4;1
384;2024-05-30;51;F;Câmara;Standard;Cartão de Crédito;7;23;82;1;5;5
385;2024-04-08;18;F;Andrade;Premium;Boleto;10;38;165;8;10;1
386;2021-10-19;37;F;da Mata de Pires;Standard;PayPal;32;18;189;10;10;4
387;2023-07-10;64;F;Novaes Grande;Básico;Cartão de Crédito;25;9;7;6;0;3
388;2022-08-25;18;F;Ferreira;Premium;Boleto;22;43;81;4;9;5
389;2021-12-07;47;F;Vieira;Básico;PayPal;15;10;193;2;0;3
390;2022-01-16;37;M;Ferreira Verde;Premium;Boleto;35;36;5;4;0;1
391;2022-03-12;61;F;Novais;Básico;Boleto;15;6;111;6;0;1
392;2022-10-12;41;M;da Rosa Paulista;Básico;Cartão de Crédito;27;18;161;4;6;1
393;2024-03-03;24;M;Correia;Standard;PayPal;4;21;32;8;10;4
394;2021-10-21;50;F;da Mata;Básico;PayPal;34;3;193;5;7;2
395;2023-02-03;20;M;Gomes;Premium;PayPal;8;8;87;8;6;3
396;2023-07-08;42;M;Pacheco;Premium;PayPal;22;36;100;9;7;2
397;2021-08-02;35;M;Pacheco do Oeste;Standard;Cartão de Crédito;25;1;190;1;6;1
398;2022-05-18;47;F;Martins;Premium;Cartão de Crédito;36;20;98;1;5;3
399;2022-07-16;25;M;Campos;Standard;Cartão de Crédito;10;31;150;1;8;2
400;2024-04-16;23;M;Viana Alegre;Standard;Cartão de Crédito;8;8;113;9;5;5
401;2021-12-06;65;M;Pastor Paulista;Premium;PayPal;35;35;199;9;0;2
402;2022-04-12;26;F;Pereira do Oeste;Standard;Boleto;33;23;177;1;7;4
403;2023-05-19;37;F;Rocha de da Mata;Standard;PayPal;16;41;31;3;5;3
404;2024-01-21;64;M;da Mota do Sul;Premium;Boleto;36;26;55;0;4;1
405;2022-01-22;41;M;Gomes de Goiás;Básico;Boleto;29;36;153;8;1;3
406;2022-03-15;26;M;Cirino;Standard;Boleto;27;9;54;0;5;2
407;2023-09-10;59;M;Dias da Mata;Básico;Boleto;9;6;161;7;10;0
408;2023-07-05;64;M;Leão de Sampaio;Premium;PayPal;4;27;38;8;5;3
409;2022-12-12;59;F;Cardoso;Standard;PayPal;27;17;149;2;7;5
410;2024-01-25;52;M;Araújo;Premium;Cartão de Crédito;32;5;84;4;3;5
411;2022-05-05;43;F;Duarte do Amparo;Standard;Boleto;36;29;69;6;2;4
412;2023-11-21;47;M;Andrade Alegre;Standard;Boleto;6;34;88;7;6;3
413;2023-04-09;57;M;Guerra;Standard;Cartão de Crédito;4;3;182;8;10;3
414;2024-01-07;60;F;Abreu de Goiás;Standard;PayPal;13;10;36;3;3;1
415;2022-02-24;22;F;Novais de Freitas;Premium;Cartão de Crédito;23;13;13;4;1;1
416;2023-07-31;54;M;Cirino dos Dourados;Premium;PayPal;8;20;76;7;6;5
417;2023-07-11;26;M;Freitas do Galho;Standard;PayPal;29;41;141;9;6;1
418;2023-09-21;48;M;das Neves das Pedras;Básico;Cartão de Crédito;6;44;5;9;6;1
419;2022-01-03;29;F;Cavalcanti;Standard;Cartão de Crédito;9;28;100;10;9;4
420;2023-09-30;46;M;Barbosa dos Dourados;Básico;Cartão de Crédito;1;32;70;0;4;5
421;2022-03-11;49;F;Sá;Básico;PayPal;29;0;40;9;2;3
422;2022-09-08;45;M;Novais;Premium;Cartão de Crédito;1;13;61;9;3;3
423;2023-10-21;36;M;Silveira de Goiás;Standard;PayPal;8;22;58;3;9;3
424;2022-07-30;60;F;Viana de Viana;Standard;Boleto;10;36;54;9;7;1
425;2024-03-04;52;F;Montenegro de Goiás;Premium;Cartão de Crédito;6;24;175;10;7;4
426;2022-12-07;20;M;Araújo de Minas;Premium;Boleto;16;13;132;6;6;0
427;2022-08-04;38;M;Brito de Silveira;Básico;Boleto;25;15;87;5;5;2
428;2022-03-17;20;F;Cassiano;Standard;PayPal;36;22;148;4;5;3
429;2023-04-05;45;M;Pastor da Prata;Básico;Cartão de Crédito;6;5;57;9;10;0
430;2023-11-10;31;F;Pinto;Standard;PayPal;16;42;27;10;5;5
431;2023-07-27;48;M;Nunes;Standard;Boleto;24;16;125;8;9;0
432;2022-01-18;58;M;Mendes de Goiás;Básico;Cartão de Crédito;15;44;65;0;1;4
433;2022-02-14;40;F;Aragão das Flores;Básico;Boleto;5;11;144;2;9;4
434;2021-09-15;45;F;Lima da Mata;Básico;PayPal;35;14;40;7;9;1
435;2021-10-24;46;M;Almeida;Premium;Cartão de Crédito;13;6;183;9;2;3
436;2023-09-28;30;M;Mendonça;Standard;Cartão de Crédito;28;27;146;2;8;2
437;2021-08-23;50;F;Guerra;Standard;PayPal;9;7;95;7;7;1
438;2021-08-02;37;M;da Mata;Premium;Cartão de Crédito;26;48;82;9;6;5
439;2021-12-13;19;M;Silveira;Premium;PayPal;1;41;172;7;1;1
440;2023-08-05;53;M;Ribeiro;Standard;PayPal;27;27;156;3;0;5
441;2022-05-05;43;F;Viana do Campo;Standard;Cartão de Crédito;34;41;22;3;0;3
442;2021-11-21;63;M;Alves do Oeste;Premium;Cartão de Crédito;15;14;161;5;2;5
443;2022-12-22;32;F;Cavalcante das Pedras;Premium;Boleto;5;11;79;1;7;0
444;2022-08-26;42;F;Oliveira de da Conceição;Premium;PayPal;8;13;54;5;7;2
445;2021-11-26;61;M;Casa Grande;Standard;Boleto;31;24;25;10;10;2
446;2024-03-31;47;F;Vieira;Básico;Cartão de Crédito;24;15;142;5;10;0
447;2023-09-06;51;F;Monteiro do Amparo;Standard;Boleto;15;8;54;1;10;5
448;2024-02-29;41;M;Araújo;Básico;PayPal;7;45;182;5;6;2
449;2022-06-05;56;M;da Paz da Serra;Premium;PayPal;33;48;3;1;2;0
450;2024-01-07;30;F;Cavalcante;Premium;PayPal;14;29;127;9;1;0
451;2022-04-30;64;F;Leão de Borges;Básico;Boleto;16;41;25;7;1;2
452;2023-05-25;25;F;Azevedo do Amparo;Standard;PayPal;5;3;150;2;10;4
453;2023-09-21;41;F;Macedo do Norte;Standard;PayPal;11;11;1;4;6;3
454;2024-02-23;63;M;Castro;Básico;PayPal;26;12;62;5;4;1
455;2021-09-29;68;F;Oliveira de Minas;Básico;PayPal;23;0;50;9;5;4
456;2023-03-28;39;F;Caldeira;Standard;Cartão de Crédito;23;13;154;6;2;1
457;2023-12-18;20;M;Viana;Premium;Cartão de Crédito;11;19;83;1;9;3
458;2022-01-01;67;F;Cardoso;Premium;Cartão de Crédito;19;16;24;8;7;4
459;2022-03-25;47;M;Araújo;Básico;Boleto;2;13;48;8;1;2
460;2023-10-17;38;M;Martins;Premium;Boleto;35;38;110;10;7;2
461;2024-02-28;19;F;Castro do Amparo;Premium;PayPal;29;48;151;5;4;2
462;2023-10-24;36;M;Silveira da Prata;Standard;Boleto;14;33;63;10;3;4
463;2022-06-06;54;M;Brito;Básico;PayPal;3;23;101;9;7;2
464;2023-09-28;33;M;da Cunha do Norte;Standard;Cartão de Crédito;13;49;156;5;4;5
465;2023-08-28;51;F;Câmara;Básico;PayPal;36;34;190;5;10;5
466;2023-02-23;68;M;Jesus;Standard;PayPal;8;14;123;0;1;3
467;2022-01-31;53;M;Marques;Standard;Cartão de Crédito;12;41;168;3;0;4
468;2023-11-10;23;F;Ribeiro;Premium;Boleto;1;47;41;8;2;1
469;2021-12-10;45;F;Sales das Pedras;Básico;Boleto;16;28;127;0;3;2
470;2023-07-17;32;F;Oliveira de Andrade;Standard;Boleto;10;9;40;5;2;4
471;2023-01-03;57;M;Cunha;Standard;PayPal;20;5;169;4;3;0
472;2024-06-21;55;M;Costela;Premium;Boleto;7;50;34;4;10;0
473;2023-07-23;36;F;Sá do Sul;Básico;Cartão de Crédito;11;38;55;8;4;2
474;2022-08-01;28;M;Vasconcelos do Sul;Premium;Cartão de Crédito;6;10;26;7;6;2
475;2022-08-24;33;F;Andrade;Standard;Cartão de Crédito;33;25;111;1;0;0
476;2024-01-27;48;F;Guerra do Galho;Básico;Boleto;18;37;42;2;9;1
477;2023-09-07;42;F;Camargo de Pires;Premium;Cartão de Crédito;13;12;31;6;10;2
478;2023-01-09;30;M;Marques da Serra;Básico;Cartão de Crédito;30;8;90;5;2;0
479;2024-06-05;41;M;Rodrigues;Básico;PayPal;25;33;95;8;0;5
480;2023-04-21;35;M;Aragão;Premium;Cartão de Crédito;23;2;15;8;4;4
481;2022-12-14;60;M;Souza da Mata;Básico;PayPal;4;43;118;6;10;1
482;2023-08-10;66;F;Brito;Premium;PayPal;16;46;172;8;1;5
483;2022-02-18;51;F;Gonçalves;Standard;Cartão de Crédito;10;16;131;5;0;5
484;2023-11-27;54;M;Peixoto de Sousa;Premium;Boleto;32;26;169;7;3;1
485;2023-08-27;40;M;Nogueira das Pedras;Premium;Cartão de Crédito;26;45;73;4;7;4
486;2023-10-13;32;F;Garcia de Vargas;Premium;Boleto;17;28;122;10;3;1
487;2024-06-29;27;M;Gomes;Standard;Boleto;29;19;132;0;4;1
488;2022-04-21;34;M;Moraes;Standard;Boleto;31;21;69;1;0;3
489;2023-01-03;66;F;Martins;Premium;Boleto;23;48;190;7;7;0
490;2023-10-17;54;F;Araújo;Básico;Boleto;18;29;43;0;9;0
491;2023-02-16;60;M;Silva da Serra;Standard;PayPal;24;18;42;9;2;4
492;2022-06-20;28;F;Silveira do Galho;Premium;PayPal;23;26;191;6;7;0
493;2022-01-04;47;F;Aragão Alegre;Standard;Boleto;17;15;96;5;0;2
494;2023-10-18;30;M;Rodrigues;Standard;PayPal;8;41;143;4;4;0
495;2022-02-01;32;F;da Mata;Standard;PayPal;34;0;135;3;10;4
496;2022-05-02;48;F;Alves de Barros;Básico;Cartão de Crédito;27;14;170;5;2;4
497;2021-09-05;40;F;Martins da Prata;Básico;Cartão de Crédito;36;20;23;9;7;3
498;2022-12-29;22;M;Ribeiro;Standard;Boleto;13;5;29;2;0;1
499;2022-09-28;37;M;Aparecida Verde;Premium;PayPal;6;8;34;5;1;5
500;2022-04-09;68;F;da Paz da Praia;Básico;PayPal;24;45;141;9;0;1
501;2023-12-18;43;F;Sá de Borges;Standard;Cartão de Crédito;31;50;109;2;3;4
502;2024-03-11;24;M;Azevedo;Básico;Cartão de Crédito;9;12;169;5;4;3
503;2022-02-14;65;M;Ferreira de Jesus;Standard;Cartão de Crédito;29;20;186;5;8;4
504;2023-05-13;67;F;Moura de Garcia;Premium;PayPal;18;16;59;5;5;4
505;2023-10-21;48;F;da Mata;Básico;Cartão de Crédito;7;16;16;5;3;2
506;2021-08-14;21;F;da Mata;Básico;Boleto;2;6;13;10;0;5
507;2021-08-16;51;M;Cassiano da Mata;Premium;Boleto;10;38;113;3;4;0
508;2024-04-29;60;M;da Mota de da Luz;Premium;PayPal;32;45;43;5;8;4
509;2023-02-13;23;M;Garcia do Campo;Básico;Cartão de Crédito;17;0;68;0;7;4
510;2022-05-16;36;M;Cunha;Premium;PayPal;27;24;181;7;2;1
511;2022-03-20;64;M;Barros do Amparo;Básico;Cartão de Crédito;30;44;155;5;2;5
512;2023-11-09;70;M;Freitas;Premium;PayPal;35;39;154;1;10;4
513;2022-04-27;59;M;Duarte de Monteiro;Básico;Cartão de Crédito;14;23;6;3;0;2
514;2023-07-23;29;M;Lima;Básico;Boleto;7;4;138;2;2;1
515;2023-05-18;65;M;Novaes;Standard;Cartão de Crédito;19;45;79;5;1;3
516;2021-11-16;34;F;da Luz;Standard;Boleto;32;33;63;7;5;4
517;2023-01-05;42;M;Araújo;Standard;Cartão de Crédito;9;11;110;4;2;0
518;2022-02-16;20;F;das Neves;Standard;Cartão de Crédito;32;5;72;4;10;4
519;2023-08-13;67;M;da Costa;Standard;Boleto;6;23;22;0;8;4
520;2021-07-14;45;M;Gomes;Básico;Cartão de Crédito;12;10;35;8;6;0
521;2021-08-15;51;M;Rocha;Standard;PayPal;11;27;88;9;10;2
522;2021-09-01;29;F;Montenegro do Sul;Básico;Boleto;28;16;136;5;9;1
523;2022-12-13;57;F;Sampaio de Duarte;Standard;Cartão de Crédito;13;20;176;6;4;1
524;2022-04-28;51;M;da Rocha do Sul;Básico;Boleto;32;38;86;7;10;4
525;2024-01-30;30;M;da Luz;Premium;PayPal;1;13;185;5;5;5
526;2024-05-29;20;M;da Luz;Standard;Boleto;8;36;128;3;0;0
527;2022-03-29;43;M;Machado;Standard;Cartão de Crédito;6;42;85;4;5;5
528;2022-11-16;33;M;Ferreira;Premium;PayPal;22;29;157;5;9;0
529;2022-07-17;44;F;da Mata;Standard;Boleto;27;13;17;1;8;1
530;2022-07-18;53;M;da Cunha;Standard;PayPal;12;15;38;1;5;5
531;2022-12-17;25;M;Carvalho;Básico;Boleto;33;7;54;7;8;1
532;2022-07-27;22;F;Lima;Standard;Cartão de Crédito;9;38;148;7;8;0
533;2022-07-13;36;F;Jesus da Mata;Standard;Boleto;9;4;76;4;5;2
534;2022-07-26;66;F;Casa Grande;Premium;Boleto;16;48;100;1;4;4
535;2024-06-07;46;F;Macedo do Oeste;Premium;PayPal;25;32;21;5;7;5
536;2024-03-23;31;M;Borges;Premium;Boleto;3;50;134;9;0;0
537;2022-01-19;52;M;da Costa;Premium;PayPal;19;28;91;9;5;0
538;2023-04-14;41;F;Souza;Premium;Boleto;4;46;52;9;9;2
539;2022-08-30;63;F;Silva;Básico;Cartão de Crédito;22;49;38;4;6;1
540;2022-09-21;33;M;Rocha dos Dourados;Premium;Cartão de Crédito;1;28;75;5;2;0
541;2023-11-09;27;M;da Cunha de Sousa;Premium;Boleto;27;8;156;1;1;2
542;2022-08-20;59;F;Vieira;Standard;Cartão de Crédito;33;12;12;1;7;4
543;2024-06-25;52;M;Pimenta;Standard;Boleto;8;33;48;8;1;2
544;2022-03-16;62;M;Siqueira dos Dourados;Premium;Cartão de Crédito;14;14;168;5;4;5
545;2023-12-22;53;F;Barros;Standard;Cartão de Crédito;31;6;197;7;3;0
546;2024-01-20;56;M;Moraes;Premium;Boleto;2;22;67;2;9;1
547;2023-05-07;50;M;Lopes;Standard;Boleto;33;39;129;4;3;2
548;2022-01-16;18;M;Carvalho;Básico;Cartão de Crédito;29;3;0;10;10;0
549;2022-10-30;40;F;Guerra;Básico;Cartão de Crédito;13;19;25;4;0;5
550;2024-04-21;40;F;Machado Grande;Premium;PayPal;26;6;52;4;7;2
551;2023-04-29;19;M;Camargo das Pedras;Básico;Boleto;34;45;64;6;6;0
552;2023-02-13;23;F;Gomes;Standard;PayPal;10;39;21;4;2;1
553;2023-11-25;31;M;Costa de Melo;Premium;Boleto;33;33;59;5;10;5
554;2023-08-29;22;M;Souza do Campo;Básico;Cartão de Crédito;15;44;11;7;2;2
555;2022-01-12;38;M;Costa;Básico;PayPal;32;2;18;4;9;0
556;2021-11-22;51;M;Moura de Santos;Básico;PayPal;1;7;42;5;5;1
557;2023-02-12;35;F;Fernandes de Caldeira;Premium;Cartão de Crédito;21;19;149;4;0;2
558;2024-05-23;63;F;da Conceição de Almeida;Standard;Cartão de Crédito;16;17;54;9;9;1
559;2024-05-17;39;F;da Conceição;Básico;Cartão de Crédito;28;35;92;10;4;3
560;2022-03-07;48;M;Moura da Serra;Standard;Boleto;4;36;185;10;6;2
561;2022-11-24;34;M;Martins;Premium;Boleto;10;11;176;10;0;3
562;2022-10-10;29;F;Caldeira Grande;Premium;PayPal;24;44;76;8;8;4
563;2023-03-24;20;F;Andrade de Freitas;Premium;Cartão de Crédito;6;30;124;0;4;0
564;2022-09-14;51;M;Sá do Sul;Premium;PayPal;6;11;182;9;2;3
565;2022-08-04;22;F;Teixeira de Marques;Básico;Boleto;10;41;94;3;5;0
566;2021-07-20;56;M;Nunes;Básico;PayPal;26;12;154;0;0;2
567;2022-12-04;47;M;da Rocha de Silva;Básico;Boleto;31;49;131;7;0;4
568;2023-01-05;65;M;da Cruz do Campo;Standard;PayPal;29;50;106;8;8;5
569;2023-06-13;62;F;Santos;Básico;PayPal;16;9;73;8;9;4
570;2023-09-01;44;M;Silva Paulista;Premium;Boleto;15;33;133;1;3;0
571;2022-05-31;60;M;Mendes;Standard;PayPal;34;12;31;6;2;1
572;2022-08-23;41;F;Porto do Norte;Premium;Boleto;8;5;48;6;4;0
573;2023-03-25;18;F;Gonçalves;Premium;Boleto;30;34;24;3;7;4
574;2021-07-18;31;F;Moraes do Galho;Premium;PayPal;20;6;76;0;0;3
575;2023-07-03;41;F;Cunha das Flores;Standard;Boleto;32;27;70;0;6;3
576;2023-07-20;36;F;Vasconcelos do Sul;Standard;PayPal;11;1;171;8;9;0
577;2022-04-13;45;F;Ramos;Standard;PayPal;26;29;145;5;8;2
578;2022-05-10;54;F;Melo da Praia;Premium;PayPal;3;3;78;8;7;5
579;2023-11-16;27;F;da Mata;Premium;Cartão de Crédito;36;3;92;0;5;2
580;2023-08-04;39;M;Barbosa;Standard;PayPal;27;47;93;9;3;5
581;2023-03-25;28;F;Costa;Standard;Cartão de Crédito;20;19;178;8;8;2
582;2023-06-07;30;M;Araújo da Prata;Básico;Cartão de Crédito;13;18;155;8;8;2
583;2023-07-14;41;F;Rios;Standard;Cartão de Crédito;21;6;63;5;1;3
584;2023-05-29;68;F;Albuquerque Grande;Standard;Cartão de Crédito;18;48;16;1;2;3
585;2022-04-22;45;M;Correia;Standard;Cartão de Crédito;8;34;5;3;2;2
586;2023-07-11;38;F;Rios Grande;Básico;Cartão de Crédito;33;13;178;3;1;1
587;2022-05-17;68;F;Rocha do Amparo;Premium;PayPal;34;20;158;8;2;3
588;2024-02-01;33;M;Lopes;Premium;Boleto;7;10;186;7;1;4
589;2022-10-15;59;F;Aragão do Campo;Standard;Boleto;21;4;188;10;0;1
590;2023-04-07;54;M;Sá das Pedras;Premium;PayPal;8;9;119;5;0;4
591;2021-12-09;66;F;Ramos das Flores;Básico;PayPal;25;11;45;0;6;3
592;2022-05-05;55;F;Moraes de Barros;Premium;Cartão de Crédito;7;32;82;3;7;0
593;2024-02-18;66;M;Nogueira;Básico;PayPal;7;21;67;4;0;5
594;2024-02-27;69;F;Ramos;Premium;Boleto;29;49;181;4;4;2
595;2024-02-14;50;F;da Cruz;Premium;Boleto;30;43;23;5;7;5
596;2024-07-01;44;F;Mendes;Premium;PayPal;14;33;79;8;6;5
597;2024-04-07;55;F;Duarte Alegre;Standard;Cartão de Crédito;9;15;153;10;10;3
598;2024-06-10;62;F;Rezende;Premium;PayPal;31;48;138;5;9;0
599;2022-08-08;69;M;Rezende;Básico;Boleto;4;19;148;8;1;1
600;2022-01-07;43;F;Dias de Goiás;Premium;Boleto;11;40;88;7;5;3
601;2022-12-15;45;F;Cunha;Básico;PayPal;14;41;49;3;2;3
602;2023-03-08;65;M;Jesus;Básico;Boleto;33;35;23;9;3;3
603;2023-02-05;44;M;da Costa;Premium;Cartão de Crédito;25;33;129;10;7;4
604;2023-07-15;25;F;Campos Alegre;Standard;PayPal;34;36;60;8;8;4
605;2023-07-18;66;F;Ramos;Básico;Boleto;14;19;177;5;5;3
606;2022-04-29;33;F;Costela da Serra;Básico;Cartão de Crédito;27;39;90;4;3;2
607;2023-03-11;62;M;Martins da Prata;Standard;Boleto;34;1;77;3;3;0
608;2022-05-04;62;M;Montenegro de Carvalho;Básico;Boleto;22;19;24;1;1;4
609;2023-08-29;69;M;Almeida da Serra;Básico;PayPal;26;31;19;6;4;4
610;2021-08-17;55;M;Leão;Standard;Boleto;2;40;118;10;1;0
611;2024-02-26;34;M;Barbosa Alegre;Standard;Boleto;33;9;173;4;4;2
612;2024-01-06;42;F;Andrade Alegre;Premium;Cartão de Crédito;35;2;127;9;8;2
613;2023-04-17;50;M;da Mata;Standard;Cartão de Crédito;23;11;24;8;8;2
614;2023-11-11;44;F;Correia;Premium;Boleto;16;5;16;5;0;1
615;2021-08-23;35;M;da Luz de Albuquerque;Standard;Boleto;12;6;45;4;5;0
616;2021-11-15;49;F;Sousa do Norte;Básico;Boleto;30;39;28;3;8;5
617;2024-03-25;59;M;da Cruz Grande;Premium;PayPal;12;9;9;2;3;2
618;2023-11-16;66;F;Martins;Standard;Cartão de Crédito;27;25;2;2;2;2
619;2023-08-29;45;F;Camargo Paulista;Básico;Boleto;31;21;16;8;10;4
620;2024-01-29;41;M;Novais;Premium;Cartão de Crédito;11;50;162;10;6;3
621;2022-09-02;62;F;Garcia;Básico;Cartão de Crédito;5;19;15;6;8;4
622;2024-05-26;46;F;Leão;Premium;Cartão de Crédito;3;45;48;7;0;2
623;2022-12-19;49;F;Melo da Serra;Básico;Cartão de Crédito;2;17;108;2;3;3
624;2023-07-24;24;M;Costela;Standard;PayPal;31;42;128;10;3;5
625;2021-07-14;49;M;Martins;Standard;Boleto;28;28;104;2;8;1
626;2024-06-08;22;F;Farias de Martins;Standard;PayPal;1;21;155;5;0;2
627;2023-12-24;38;F;Aparecida;Premium;PayPal;33;0;18;5;0;4
628;2023-04-27;33;F;Castro do Norte;Premium;Boleto;29;42;136;3;6;2
629;2023-11-02;50;F;da Mota de Minas;Standard;PayPal;11;30;128;3;5;5
630;2021-07-22;38;M;Moraes de Porto;Básico;Cartão de Crédito;3;29;137;3;8;5
631;2021-12-11;62;F;Pires;Premium;Cartão de Crédito;26;8;169;1;4;5
632;2023-09-30;55;M;da Cunha do Sul;Premium;Boleto;23;14;15;1;10;5
633;2024-02-26;44;F;Silva da Praia;Premium;Cartão de Crédito;26;10;43;9;2;0
634;2023-01-05;70;F;Pereira de Cardoso;Premium;Cartão de Crédito;28;25;38;8;6;4
635;2022-12-21;70;M;Novaes de Aragão;Standard;Cartão de Crédito;1;0;84;7;9;1
636;2022-09-02;60;M;da Mata das Flores;Standard;Cartão de Crédito;15;48;169;4;5;1
637;2023-11-23;57;F;Fernandes da Praia;Premium;Cartão de Crédito;14;15;90;2;9;5
638;2022-07-30;24;F;da Cruz;Básico;Boleto;36;14;99;6;2;1
639;2024-06-04;52;M;Leão;Premium;Cartão de Crédito;18;41;143;7;6;0
640;2024-03-09;70;F;Macedo dos Dourados;Standard;Cartão de Crédito;2;14;36;9;2;1
641;2023-06-16;59;M;Rocha;Premium;PayPal;34;9;142;5;0;3
642;2023-03-26;58;F;Fogaça Grande;Básico;PayPal;18;17;73;2;4;5
643;2021-07-22;40;M;Rocha do Oeste;Básico;Boleto;16;5;93;5;8;1
